numero_mesa,odpe,departamento,provincia,distrito,pagina_fuente,estado
903094,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
903095,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
903096,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903097,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903098,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903099,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903100,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903101,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,137,PENDIENTE
903102,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903103,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903104,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903105,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903106,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903107,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,138,PENDIENTE
903108,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903109,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903110,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903111,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903112,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903113,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,139,PENDIENTE
903114,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903115,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903116,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903117,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903118,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903119,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,140,PENDIENTE
903120,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903121,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903122,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903123,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903124,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903125,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,141,PENDIENTE
903126,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,142,PENDIENTE
903127,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,142,PENDIENTE
035297,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,143,PENDIENTE
035298,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,143,PENDIENTE
035299,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,143,PENDIENTE
035300,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,143,PENDIENTE
035301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,143,PENDIENTE
035302,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035303,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035304,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035305,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035306,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035307,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,144,PENDIENTE
035308,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035309,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035310,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035311,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035312,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035313,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,145,PENDIENTE
035314,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035315,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035316,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035317,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035318,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035319,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,146,PENDIENTE
035320,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035321,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035322,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035323,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035324,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035325,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,147,PENDIENTE
035326,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035327,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035328,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035329,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035330,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035331,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,148,PENDIENTE
035332,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035333,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035334,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035335,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035336,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035337,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,149,PENDIENTE
035338,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035339,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035340,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035341,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035342,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035343,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,150,PENDIENTE
035344,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035345,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035346,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035347,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035348,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035349,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,151,PENDIENTE
035350,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035351,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035352,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035353,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035354,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035355,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,152,PENDIENTE
035356,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035357,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035358,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035359,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035360,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035361,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,153,PENDIENTE
035362,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035363,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035364,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035365,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035366,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035367,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,154,PENDIENTE
035368,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
035369,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
903128,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
903129,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
903130,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
903131,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,155,PENDIENTE
903132,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903133,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903134,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903135,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903136,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903137,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,156,PENDIENTE
903138,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,157,PENDIENTE
903139,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,157,PENDIENTE
903140,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,157,PENDIENTE
035370,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035371,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035372,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035373,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035374,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035375,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,158,PENDIENTE
035376,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035377,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035378,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035379,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035380,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035381,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,159,PENDIENTE
035382,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035383,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035384,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035385,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035386,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035387,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,160,PENDIENTE
035388,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035389,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035390,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035391,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035392,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035393,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,161,PENDIENTE
035394,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035395,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035396,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035397,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035398,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035399,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,162,PENDIENTE
035400,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035401,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035402,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035403,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035404,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035405,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,163,PENDIENTE
035406,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035407,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035408,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035409,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035410,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035411,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,164,PENDIENTE
035412,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035413,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035414,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035415,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035416,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035417,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,165,PENDIENTE
035418,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035419,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035420,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035421,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035422,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035423,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,166,PENDIENTE
035424,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035425,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035426,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035427,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035428,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035429,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,167,PENDIENTE
035430,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035431,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035432,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035433,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035434,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035435,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,168,PENDIENTE
035436,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035437,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035438,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035439,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035440,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035441,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,169,PENDIENTE
035442,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035443,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035444,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035445,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035446,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035447,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,170,PENDIENTE
035448,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035449,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035450,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035451,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035452,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035453,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,171,PENDIENTE
035454,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035455,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035456,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035457,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035458,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035459,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,172,PENDIENTE
035460,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903141,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903142,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903143,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903144,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903145,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,173,PENDIENTE
903146,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903147,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903148,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903149,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903150,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903151,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,174,PENDIENTE
903152,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903153,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903154,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903155,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903156,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903157,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,175,PENDIENTE
903158,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903159,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903160,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903161,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903162,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903163,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,176,PENDIENTE
903164,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903165,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903166,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903167,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903168,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903169,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,177,PENDIENTE
903170,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903171,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903172,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903173,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903174,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903175,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,178,PENDIENTE
903176,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903177,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903178,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903179,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903180,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903181,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,179,PENDIENTE
903182,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903183,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903184,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903185,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903186,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903187,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,180,PENDIENTE
903188,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,181,PENDIENTE
903189,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,181,PENDIENTE
035461,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035462,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035463,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035464,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035465,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035466,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,182,PENDIENTE
035467,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PACORA,183,PENDIENTE
