numero_mesa,odpe,departamento,provincia,distrito,pagina_fuente,estado
034969,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,92,PENDIENTE
034970,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,92,PENDIENTE
034971,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,92,PENDIENTE
034972,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,92,PENDIENTE
034973,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,92,PENDIENTE
034974,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034975,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034976,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034977,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034978,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034979,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,93,PENDIENTE
034980,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034981,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034982,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034983,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034984,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034985,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,94,PENDIENTE
034986,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034987,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034988,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034989,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034990,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034991,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,95,PENDIENTE
034992,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034993,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034994,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034995,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034996,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034997,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,96,PENDIENTE
034998,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,97,PENDIENTE
034999,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,97,PENDIENTE
035000,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,97,PENDIENTE
035001,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,97,PENDIENTE
035002,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,97,PENDIENTE
035003,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,98,PENDIENTE
035004,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,98,PENDIENTE
035005,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,98,PENDIENTE
035006,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,98,PENDIENTE
035007,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,98,PENDIENTE
035008,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,99,PENDIENTE
035009,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,99,PENDIENTE
035010,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,99,PENDIENTE
035011,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,99,PENDIENTE
035012,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,99,PENDIENTE
035013,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100,PENDIENTE
035014,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100,PENDIENTE
035015,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100,PENDIENTE
035016,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100,PENDIENTE
035017,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100,PENDIENTE
035018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,101,PENDIENTE
035019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,101,PENDIENTE
035020,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,101,PENDIENTE
035021,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,101,PENDIENTE
035022,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,101,PENDIENTE
035023,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035024,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035025,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035026,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035027,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035028,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,102,PENDIENTE
035029,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035030,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035031,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035032,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035033,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035034,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,103,PENDIENTE
035035,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035036,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035037,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035038,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035039,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035040,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,104,PENDIENTE
035041,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035042,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035043,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035044,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035045,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035046,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,105,PENDIENTE
035047,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035048,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035049,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035050,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035051,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035052,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,106,PENDIENTE
035053,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035054,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035055,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035056,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035057,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035058,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,107,PENDIENTE
035059,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
035060,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
035061,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
035062,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
035063,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
035064,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,108,PENDIENTE
903077,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,109,PENDIENTE
903078,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,109,PENDIENTE
903079,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,109,PENDIENTE
903080,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,109,PENDIENTE
035148,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035149,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035150,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035151,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035152,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035153,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,110,PENDIENTE
035154,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035155,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035156,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035157,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035158,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035159,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,111,PENDIENTE
035160,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035161,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035162,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035163,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035164,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035165,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,112,PENDIENTE
035166,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035167,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035168,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035169,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035170,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035171,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,113,PENDIENTE
035172,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035173,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035174,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035175,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035176,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035177,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114,PENDIENTE
035178,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035179,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035180,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035181,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035182,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035183,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,115,PENDIENTE
035184,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035185,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035186,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035187,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035188,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035189,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,116,PENDIENTE
035190,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035191,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035192,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035193,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035194,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035195,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,117,PENDIENTE
035196,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
035197,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
035198,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
035199,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
035200,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
035201,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,118,PENDIENTE
903087,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,119,PENDIENTE
903088,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,119,PENDIENTE
903089,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,119,PENDIENTE
035202,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035203,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035204,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035205,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035206,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035207,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,120,PENDIENTE
035208,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035209,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035210,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035211,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035212,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035213,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,121,PENDIENTE
035214,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035215,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035216,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035217,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035218,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035219,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,122,PENDIENTE
035220,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035221,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035222,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035223,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035224,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035225,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,123,PENDIENTE
035226,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035227,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035228,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035229,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035230,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035231,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,124,PENDIENTE
035232,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,125,PENDIENTE
035233,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,125,PENDIENTE
035234,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,125,PENDIENTE
035235,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,125,PENDIENTE
035236,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,125,PENDIENTE
035237,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035238,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035239,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035240,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035241,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035242,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,126,PENDIENTE
035243,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035244,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035245,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035246,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035247,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035248,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,127,PENDIENTE
035249,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035250,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035251,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035252,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035253,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035254,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,128,PENDIENTE
035255,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035256,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035257,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035258,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035259,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035260,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,129,PENDIENTE
035261,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035262,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035263,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035264,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035265,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035266,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,130,PENDIENTE
035267,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035268,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035269,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035270,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035271,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035272,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,131,PENDIENTE
035273,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035274,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035275,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035276,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035277,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035278,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,132,PENDIENTE
035279,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035280,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035281,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035282,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035283,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035284,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,133,PENDIENTE
035285,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035286,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035287,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035288,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035289,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035290,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,134,PENDIENTE
035291,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
035292,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
035293,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
035294,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
035295,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
035296,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,135,PENDIENTE
903090,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
903091,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
903092,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
903093,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MORROPE,136,PENDIENTE
